Account, LUEs, InstalledMonth
024-0013135,1,625
024-0013138,1,606
024-0013139,1,606
024-0013140,1,607
024-0013141,1,609
024-0013256,1,627
024-0013331,1,630
024-0013444,1,622
024-0013458,1,630
024-0013466,1,635
024-0013484,1,633
024-0013488,1,631
024-0013544,1,635
024-0013555,1,634
024-0013561,1,630
024-0013577,1,630
024-0013584,1,631
024-0013599,1,632
024-0013994,1,639
024-0014152,1,627
024-0014785,1,629
024-0014987,1,599
024-0015148,1,625
024-0015153,1,629
024-0015156,1,627
024-0015161,1,644
024-0015211,1,642
024-0015241,1,646
024-0015245,1,638
024-0015281,1,644
024-0015321,1,646
024-0015470,1,630
024-0015566,1,622
024-0015663,1,624
024-0015689,1,601
024-0015698,1,604
024-0015894,1,599
024-0015899,1,632
024-0015971,1,635
024-0016005,1,639
024-0016041,1,639
024-0016250,1,608
024-0016251,1,625
024-0016252,1,608
024-0016253,1,608
024-0016254,1,608
024-0016255,1,608
024-0016359,1,635
024-0016458,1,601
024-0016541,1,621
024-0016689,1,598
024-0019105,1,630
024-0019190,1,615
024-0019191,1,624
024-0019192,1,615
024-0019197,1,616
024-0019198,1,624
024-0019199,1,614
024-0019563,1,605
024-0019596,1,595
024-0019597,1,594
024-0019644,1,631
024-0019652,1,607
024-0019700,1,596
024-0019701,1,597
024-0019702,1,597
024-0019703,1,597
024-0019858,1,599
024-0019966,1,634
024-0020206,1,621
024-0021773,1,601
024-0022155,1,612
024-0022156,1,625
024-0022221,1,612
024-0022255,1,632
024-0022307,1,595
024-0022466,1,618
024-0022488,1,642
024-0022885,1,625
024-0023230,1,615
024-0023801,1,601
024-0023808,1,602
024-0023834,1,600
024-0025430,1,625
024-0025631,1,627
024-0025633,1,628
024-0025634,1,627
024-0025635,1,627
024-0025636,1,628
024-0025637,1,627
024-0025638,1,626
024-0025639,1,628
024-0025655,1,632
024-0025698,1,634
024-0025699,1,631
024-0025841,1,631
024-0025944,1,630
024-0026411,1,636
024-0028051,1,634
024-0028091,1,633
024-0029298,1,626
024-0031265,1,629
024-0032136,1,628
024-0032163,1,627
024-0033334,1,612
024-0033336,1,612
024-0033338,1,612
024-0033359,1,619
024-0033392,1,627
024-0033552,1,618
024-0033669,1,647
024-0033958,1,627
024-0033992,1,626
024-0035421,1,630
024-0035789,1,630
024-0035984,1,627
024-0035985,1,603
024-0035986,1,602
024-0035987,1,602
024-0035988,1,600
024-0036214,1,627
024-0036368,1,621
024-0036471,1,631
024-0036502,1,627
024-0036521,1,631
024-0036528,1,627
024-0036580,1,627
024-0036582,1,624
024-0038284,1,627
024-0040423,1,615
024-0041413,1,631
024-0041458,1,625
024-0042427,1,629
024-0044113,1,631
024-0044114,1,620
024-0044432,1,626
024-0044455,1,619
024-0044458,1,627
024-0044495,1,624
024-0044532,1,618
024-0044733,1,627
024-0044881,1,625
024-0044882,1,629
024-0044990,1,627
024-0045789,1,623
024-0045810,1,607
024-0045820,1,606
024-0045821,1,625
024-0045824,1,626
024-0045872,1,625
024-0046463,1,627
024-0047033,1,627
024-0047453,1,624
024-0047479,1,631
024-0047483,1,627
024-0047841,1,625
024-0048483,1,626
024-0048492,1,626
024-0048500,1,626
024-0048520,1,627
024-0048523,1,608
024-0048524,1,606
024-0048525,1,606
024-0048526,1,606
024-0048527,1,606
024-0048529,1,626
024-0048551,1,612
024-0049492,1,625
024-0049496,1,625
024-0049582,1,625
024-0050024,1,637
024-0050236,1,601
024-0050243,1,627
024-0050533,1,631
024-0051125,1,619
024-0051231,1,629
024-0051514,1,620
024-0051518,1,627
024-0052388,1,619
024-0052455,1,612
024-0052529,1,647
024-0052677,1,625
024-0052810,1,627
024-0052893,1,618
024-0053489,1,630
024-0053530,1,626
024-0053538,1,627
024-0054201,1,627
024-0054236,1,615
024-0054280,1,626
024-0054543,1,620
024-0054546,1,624
024-0054802,1,625
024-0054809,1,629
024-0055009,1,624
024-0055116,1,628
024-0055118,1,618
024-0055442,1,627
024-0055462,1,625
024-0055578,1,619
024-0055582,1,620
024-0055654,1,630
024-0055779,1,627
024-0055784,1,630
024-0055992,1,627
024-0056325,1,627
024-0056326,1,620
024-0056465,1,633
024-0056854,1,627
024-0056982,1,618
024-0058243,1,608
024-0058421,1,617
024-0058667,1,624
024-0058704,1,629
024-0058974,1,636
024-0058984,1,630
024-0059532,1,626
024-0059593,1,620
024-0059652,1,626
024-0059806,1,625
024-0059861,1,626
024-0059875,1,598
024-0060025,1,639
024-0060603,1,626
024-0060608,1,627
024-0060609,1,623
024-0061618,1,628
024-0061619,1,625
024-0061658,1,601
024-0061962,1,622
024-0062620,1,625
024-0062628,1,633
024-0062629,1,627
024-0063529,1,628
024-0063582,1,625
024-0063637,1,627
024-0063638,1,626
024-0063682,1,624
024-0063696,1,630
024-0063820,1,607
024-0064610,1,617
024-0065233,1,612
024-0065241,1,607
024-0065242,1,608
024-0065243,1,607
024-0065244,1,609
024-0065283,1,618
024-0065328,1,619
024-0065533,1,618
024-0065652,1,623
024-0065658,1,625
024-0065820,1,616
024-0065821,1,616
024-0065822,1,616
024-0065823,1,617
024-0065824,1,616
024-0065825,1,625
024-0065832,1,629
024-0065836,1,627
024-0065843,1,625
024-0065891,1,625
024-0065935,1,627
024-0065970,1,624
024-0065980,1,629
024-0065982,1,627
024-0065984,1,621
024-0065987,1,628
024-0066325,1,625
024-0066330,1,627
024-0066336,1,626
024-0066338,1,621
024-0066541,1,630
024-0066699,1,632
024-0066853,1,627
024-0066880,1,625
024-0066991,1,636
024-0066992,1,626
024-0066993,1,618
024-0066998,1,638
024-0067672,1,626
024-0067674,1,626
024-0067675,1,626
024-0067678,1,615
024-0069411,1,632
024-0069441,1,627
024-0069711,3.3,632
024-0069852,3.3,600
024-0069853,3.3,627
024-0069987,1,630
024-0072729,1,624
024-0073789,1,627
024-0074512,1,617
024-0074521,1,615
024-0074552,1,627
024-0074748,1,629
024-0074820,1,624
024-0075068,1,600
024-0075231,1,608
024-0075232,1,608
024-0075233,1,609
024-0075234,1,608
024-0075235,1,609
024-0075236,1,629
024-0075348,1,612
024-0075751,1,627
024-0075752,1,620
024-0075862,1,648
024-0077116,1,627
024-0077118,1,627
024-0077119,1,617
024-0077229,1,627
024-0077338,1,627
024-0077390,1,629
024-0077447,1,635
024-0077488,1,617
024-0077532,1,616
024-0077533,1,619
024-0077534,1,615
024-0077535,1,617
024-0077536,1,618
024-0077542,1,617
024-0077543,1,619
024-0077611,1,620
024-0077777,1,632
024-0077845,1,631
024-0077882,1,627
024-0077992,1,618
024-0078240,1,608
024-0078451,1,618
024-0078759,1,627
024-0078780,1,626
024-0078785,1,621
024-0078841,1,629
024-0078877,1,638
024-0078954,1,616
024-0078964,1,615
024-0079654,1,615
024-0079795,1,625
024-0080804,1,627
024-0080805,1,626
024-0080809,1,627
024-0082804,1,624
024-0082824,1,627
024-0082825,1,626
024-0082827,1,626
024-0083652,1,630
024-0083837,1,633
024-0084445,1,613
024-0084523,1,617
024-0084654,1,633
024-0084827,1,625
024-0084840,1,626
024-0084843,1,627
024-0084846,1,629
024-0084856,1,624
024-0085213,1,620
024-0085231,1,628
024-0085240,1,609
024-0085241,1,611
024-0085242,1,607
024-0085243,1,609
024-0085244,1,609
024-0085245,1,608
024-0085246,1,608
024-0085247,1,610
024-0085421,1,625
024-0085434,1,626
024-0085444,1,611
024-0085471,1,630
024-0085476,1,626
024-0085623,1,605
024-0085691,1,626
024-0085741,1,617
024-0085912,1,619
024-0085924,1,629
024-0085940,1,626
024-0085961,1,615
024-0085963,1,610
024-0085970,1,627
024-0085974,1,616
024-0085979,1,615
024-0085980,1,616
024-0085997,1,629
024-0086270,1,626
024-0086542,1,602
024-0086592,1,627
024-0086867,1,626
024-0087251,1,610
024-0087524,1,628
024-0087553,1,638
024-0087562,1,626
024-0087654,1,633
024-0087799,1,633
024-0087859,1,627
024-0087876,1,625
024-0088006,1,627
024-0088119,1,641
024-0088206,1,625
024-0088226,1,618
024-0088228,1,630
024-0088243,1,626
024-0088449,1,624
024-0088554,1,621
024-0088556,1,618
024-0088564,1,647
024-0088585,1,621
024-0088596,1,630
024-0088633,1,633
024-0088779,1,621
024-0088832,1,624
024-0088874,1,619
024-0088888,1,635
024-0089100,1,592
024-0090073,1,629
024-0090210,1,622
024-0090907,1,627
024-0091261,3.3,623
024-0091912,1,627
024-0091915,1,622
024-0092011,1,627
024-0092573,1,610
024-0093685,1,607
024-0093686,1,611
024-0093937,1,626
024-0094001,1,627
024-0094165,1,632
024-0094234,1,620
024-0094943,1,623
024-0094948,1,626
024-0095117,1,627
024-0095124,1,625
024-0095130,1,624
024-0095427,1,608
024-0095631,1,604
024-0095632,1,604
024-0095633,1,604
024-0095639,1,605
024-0095644,1,630
024-0095682,1,625
024-0095698,1,604
024-0095844,1,636
024-0095860,1,625
024-0095953,1,624
024-0096123,1,628
024-0096321,1,620
024-0096350,1,627
024-0096351,1,604
024-0096361,1,613
024-0096541,1,633
024-0096553,1,647
024-0096581,1,619
024-0096582,1,627
024-0096583,1,619
024-0096584,1,582
024-0096586,1,582
024-0096588,1,628
024-0096589,1,586
024-0096678,1,630
024-0096699,1,603
024-0096741,1,614
024-0096896,1,583
024-0096899,1,588
024-0096901,1,587
024-0096902,1,636
024-0096967,1,640
024-0096968,1,625
024-0096999,1,588
024-0098154,1,605
024-0098450,1,627
024-0098524,1,615
024-0098525,1,615
024-0098526,1,616
024-0098527,1,616
024-0098528,1,620
024-0098529,1,615
024-0098561,1,611
024-0098563,1,604
024-0098620,1,629
024-0098634,1,624
024-0098746,1,614
024-0098749,1,614
024-0098756,1,615
024-0098759,1,615
024-0098760,1,614
024-0098858,1,617
024-0098859,1,619
024-0098876,1,615
024-0098878,1,614
024-0098879,1,625
024-0098890,1,615
024-0098896,1,615
024-0098899,1,615
024-0099000,1,595
024-0099113,1,618
024-0099330,1,624
024-0099635,1,608
024-0099700,1,624
024-0099882,1,618
024-0099933,1,620
024-0099991,1,611
024-0099992,1,611
024-0099993,1,611
024-0099997,1,635
024-0099998,1,624
024-0099999,1,611
024-0113541,1,631
024-0125111,1,631
024-0134971,1,631
024-0152154,1,629
024-0159753,1,644
024-0163984,1,631
024-0167411,1,631
024-0220065,1,626
024-0258258,1,621
024-0335668,1,617
024-0336699,1,621
024-0356200,1,627
024-0393972,1,629
024-0425231,1,628
024-0440096,1,626
024-0444665,1,620
024-0449922,1,620
024-0484810,1,627
024-0485227,1,630
024-0548200,1,624
024-0548251,1,627
024-0556443,1,628
024-0557732,1,626
024-0557769,1,623
024-0558822,1,629
024-0568300,1,597
024-0568301,1,599
024-0568877,1,624
024-0568921,1,619
024-0569831,1,627
024-0582430,1,629
024-0589700,1,624
024-0598602,1,626
024-0631514,1,631
024-0652231,1,630
024-0653280,1,624
024-0654124,1,629
024-0656582,1,627
024-0659830,1,626
024-0662288,1,625
024-0664442,1,629
024-0669553,1,628
024-0707064,1,628
024-0747458,1,627
024-0765980,1,625
024-0785043,1,624
024-0785229,1,624
024-0789554,1,615
024-0789556,1,613
024-0789558,1,613
024-0844920,1,625
024-0844991,1,635
024-0848210,1,625
024-0848453,1,627
024-0854273,1,625
024-0857411,1,613
024-0857418,1,633
024-0857965,1,633
024-0859700,1,629
024-0863514,1,630
024-0875249,1,632
024-0878720,1,626
024-0881540,1,629
024-0884660,1,626
024-0888447,1,642
024-0888541,1,631
024-0905905,1,639
024-0909066,1,627
024-0956341,1,614
024-0962645,1,630
024-0963214,1,628
024-0965300,1,610
024-0965411,1,614
024-0965800,1,628
024-0965802,1,625
024-0966700,1,587
024-0966701,1,635
024-0966702,1,582
024-0966703,1,587
024-0966705,1,587
024-0985446,1,626
024-0985600,1,611
024-0992274,1,623
024-0993368,1,641
024-0993370,1,625
024-1254123,1,629
024-4556163,1,627
024-6698541,1,630
024-6985321,1,627
024-8962154,1,629
024-9874651,1,633
024-9874652,1,646
024-9874653,1,638
024-9874654,1,640
024-9874655,1,644
024-9874656,1,646
024-9874657,1,646
024-9874658,1,646
024-9874659,1,647
024-9874660,1,641
024-9874661,1,647
024-9874662,1,640
024-9874663,1,641
024-9874664,1,646
024-9874665,1,640
024-9874666,1,641
024-9874667,1,640
024-9874668,1,640
024-9874669,1,646
024-9874670,1,645
024-9874671,1,645
024-9874672,1,646
024-9874673,1,640
024-9874674,1,647
024-9874675,1,640
024-9874676,1,647
024-9874677,1,647
024-9874678,1,645
024-9874679,1,564
024-9874680,1,647
024-9874681,1,645
024-9874683,1,646
024-9874684,1,640
024-9874685,1,641
024-9874686,1,647
024-9874687,1,648
024-9874688,1,648
024-9874689,1,641
024-9874690,1,641
024-9874691,1,647
024-9874692,1,641
024-9874693,1,647
024-9874694,1,644
024-9874695,1,647
024-9874696,1,647
024-9874697,1,643
024-9874698,1,645
024-9874699,1,641
024-9874700,1,647
024-9874701,1,647
024-9874702,1,641
024-9874703,1,642
024-9874704,1,642
024-9874705,1,641
024-9874706,1,648
024-9874707,1,641
024-9874708,1,641
024-9874709,1,647
024-9874710,1,649
024-9874711,1,642
024-9874712,1,640
024-9874713,1,641
024-9874714,1,644
024-9874715,1,648
024-9874716,1,647
024-9874717,1,642
024-9874718,1,642
024-9874719,1,642
024-9874720,1,642
024-9874721,1,644
024-9874722,1,642
024-9874723,1,646
024-9874724,1,642
024-9874725,1,640
024-9874726,1,644
024-9874727,1,644
024-9874728,1,643
024-9874729,1,644
024-9874730,1,644
024-9874731,1,570
024-9874732,1,646
024-9874733,1,646
024-9874734,1,642
024-9874735,1,645
024-9874738,1,644
024-9874739,1,648
024-9874740,1,644
024-9874741,1,581
024-9874742,1,642
024-9874743,1,646
024-9874744,1,646
024-9874745,1,646
024-9874746,1,644
024-9874747,1,644
024-9874749,1,644
024-9874750,1,646
024-9874751,1,643
024-9874753,1,646
024-9874754,1,649
024-9874755,1,646
024-9874756,1,644
024-9874757,1,644
024-9874758,1,645
024-9874759,1,642
024-9874760,1,644
024-9874761,1,644
024-9874762,1,646
024-9874763,1,644
024-9874764,1,644
024-9874765,1,644
024-9874766,1,637
024-9874767,1,644
024-9874768,1,649
024-9874769,1,644
024-9874770,1,644
024-9874771,1,644
024-9874773,1,648
024-9874774,3.3,648
024-9874775,1,646
024-9874776,1,644
024-9874777,1,637
024-9874778,1,645
024-9874779,1,648
024-9874781,1,645
024-9874782,1,644
024-9874783,1,644
024-9874784,1,644
024-9874785,1,646
024-9874786,1,644
024-9874787,1,629
024-9874788,1,646
024-9874789,1,644
024-9874790,1,645
024-9874792,3.3,644
024-9874793,1,645
024-9874794,1,647
024-9874795,1,645
024-9874797,1,645
024-9874798,1,644
024-9874800,1,644
024-9874801,1,646
024-9874802,1,644
024-9874803,1,648
024-9874810,1,648
024-9874811,1,644
024-9874813,1,648
024-9874814,1,645
024-9874816,1,644
024-9874817,1,645
024-9874819,1,644
024-9874820,1,644
024-9874821,1,641
024-9874822,1,645
024-9874823,1,647
024-9874824,1,644
024-9874826,1,645
024-9874827,1,647
024-9874828,1,645
024-9874829,1,646
024-9874830,1,646
024-9874831,1,646
024-9874832,1,648
024-9874833,1,640
024-9874834,1,646
024-9874835,1,647
024-9874836,1,641
024-9874837,1,646
024-9874838,1,646
024-9874839,1,646
024-9874840,1,647
024-9874841,1,647
024-9874842,1,646
024-9874843,1,646
024-9874844,1,646
024-9874845,1,638
024-9874846,1,640
024-9874847,1,640
024-9874848,1,646
024-9874849,1,646
024-9874850,1,648
025-0000002,1,616
025-0000003,1,617
025-0000004,1,574
025-0000005,1,574
025-0000006,1,575
025-0000007,1,575
025-0000009,1,583
025-0000010,1,610
025-0000011,1,582
025-0000012,1,583
025-0000013,1,629
025-0000014,1,609
025-0000015,1,587
025-0000017,1,613
025-0000018,1,632
025-0000019,1,586
025-0000020,1,584
025-0000021,1,630
025-0000022,1,582
025-0000023,1,585
025-0000024,1,583
025-0000025,1,605
025-0000026,1,584
025-0000027,1,584
025-0000028,1,633
025-0000029,1,590
025-0000030,1,584
025-0000031,1,584
025-0000032,1,584
025-0000033,1,585
025-0000034,1,584
025-0000035,1,582
025-0000036,1,583
025-0000037,1,582
025-0000038,1,584
025-0000039,1,583
025-0000040,1,587
025-0000041,1,583
025-0000042,1,588
025-0000043,1,587
025-0000044,1,595
025-0000045,1,583
025-0000046,1,594
025-0000047,1,595
025-0000048,1,635
025-0000049,1,587
025-0000050,1,585
025-0000051,1,618
025-0000052,1,622
025-0000053,1,590
025-0000054,1,595
025-0000055,1,593
025-0000056,1,595
025-0000057,1,594
025-0000058,1,633
025-0000059,1,578
025-0000060,1,582
025-0000061,1,584
025-0000062,1,582
025-0000063,1,583
025-0000064,1,583
025-0000065,1,606
025-0000066,1,592
025-0000067,1,593
025-0000068,1,601
025-0000069,1,582
025-0000070,1,591
025-0000071,1,590
025-0000072,1,585
025-0000073,1,582
025-0000074,1,589
025-0000075,1,585
025-0000076,1,632
025-0000077,1,633
025-0000078,1,594
025-0000079,1,584
025-0000080,1,584
025-0000081,1,585
025-0000082,1,588
025-0000083,1,586
025-0000084,1,585
025-0000085,1,586
025-0000086,1,578
025-0000087,1,584
025-0000088,1,586
025-0000089,1,589
025-0000090,1,622
025-0000091,1,584
025-0000092,1,635
025-0000093,1,593
025-0000095,1,587
025-0000096,1,582
025-0000099,1,582
025-0000100,1,605
025-0000101,1,591
025-0000103,1,587
025-0000105,1,602
025-0000106,1,585
025-0000107,1,585
025-0000110,1,588
025-0000114,1,630
025-0000123,1,590
025-0000125,1,585
025-0000126,1,604
025-0000129,1,592
025-0000131,1,635
025-0000132,1,590
025-0000133,1,602
025-0000134,1,595
025-0000135,1,605
025-0000141,1,591
025-0000142,1,597
025-0000143,1,609
025-0000150,1,635
025-0000151,1,594
025-0000152,1,586
025-0000153,1,633
025-0000154,1,585
025-0000155,1,584
025-0000156,1,585
025-0000158,1,605
025-0000159,1,609
025-0000160,1,582
025-0000161,1,582
025-0000165,1,585
025-0000169,1,588
025-0000176,1,609
025-0000178,1,596
025-0000179,1,597
025-0000180,1,599
025-0000181,1,613
025-0000195,1,602
025-0000196,1,635
025-0000197,1,600
025-0000200,1,586
025-0000201,1,597
025-0000202,1,635
025-0000203,1,589
025-0000204,1,591
025-0000205,1,632
025-0000209,1,597
025-0000210,1,609
025-0000238,1,602
025-0000239,1,602
025-0000245,1,598
025-0000250,1,589
025-0000251,1,589
025-0000252,1,622
025-0000253,1,593
025-0000254,1,635
025-0000255,1,593
025-0000256,1,622
025-0000257,1,594
025-0000258,1,595
025-0000263,1,629
025-0000264,1,600
025-0000265,1,594
025-0000266,1,600
025-0000267,1,599
025-0000268,1,599
025-0000269,1,594
025-0000270,1,600
025-0000271,1,635
025-0000272,1,591
025-0000273,1,620
025-0000285,1,595
025-0000286,1,598
025-0000289,1,601
025-0000290,1,600
025-0000291,1,600
025-0000292,1,600
025-0000293,1,602
025-0000295,1,594
025-0000296,1,586
025-0000298,1,591
025-0000299,1,594
025-0000300,1,635
025-0000301,1,592
025-0000302,1,593
025-0000303,1,595
025-0000305,1,592
025-0000306,1,630
025-0000307,1,603
025-0000308,1,605
025-0000309,1,605
025-0000310,1,606
025-0000311,1,606
025-0000312,1,631
025-0000313,1,607
025-0000314,1,629
025-0000315,1,604
025-0000317,1,604
025-0000318,1,604
025-0000319,1,606
025-0000320,1,605
025-0000321,1,593
025-0000322,1,603
025-0000323,1,605
025-0000324,1,613
025-0000325,1,603
025-0000327,1,604
025-0000330,1,607
025-0000333,1,592
025-0000350,1,587
025-0000351,1,635
025-0000352,1,603
025-0000353,1,618
025-0000356,1,582
025-0000357,1,582
025-0000359,1,593
025-0000362,1,632
025-0000365,1,603
025-0000366,1,606
025-0000369,1,604
025-0000375,1,592
025-0000387,1,614
025-0000389,1,615
025-0000395,1,594
025-0000396,1,588
025-0000397,1,588
025-0000398,1,582
025-0000400,1,587
025-0000401,1,635
025-0000403,1,605
025-0000405,1,635
025-0000407,1,606
025-0000409,1,605
025-0000410,1,606
025-0000411,1,607
025-0000425,1,606
025-0000444,1,601
025-0000450,1,594
025-0000451,1,592
025-0000452,1,608
025-0000456,1,589
025-0000459,1,594
025-0000462,1,597
025-0000463,1,605
025-0000464,1,606
025-0000478,1,603
025-0000479,1,603
025-0000480,1,603
025-0000483,1,613
025-0000498,1,608
025-0000500,1,609
025-0000501,1,593
025-0000502,1,620
025-0000512,1,604
025-0000513,1,630
025-0000521,1,604
025-0000544,1,611
025-0000545,1,605
025-0000546,1,620
025-0000547,1,611
025-0000548,1,602
025-0000550,1,635
025-0000551,1,595
025-0000552,1,597
025-0000555,1,602
025-0000557,1,601
025-0000560,1,598
025-0000561,1,600
025-0000562,1,601
025-0000563,1,592
025-0000564,1,596
025-0000565,1,593
025-0000566,1,593
025-0000568,1,596
025-0000583,1,612
025-0000584,1,612
025-0000589,1,632
025-0000590,1,633
025-0000598,1,604
025-0000599,1,605
025-0000600,1,635
025-0000601,1,599
025-0000620,1,610
025-0000621,1,606
025-0000622,1,609
025-0000623,1,604
025-0000629,1,599
025-0000630,1,597
025-0000631,1,592
025-0000632,1,603
025-0000636,1,595
025-0000642,1,606
025-0000645,1,608
025-0000646,1,617
025-0000651,1,599
025-0000652,1,594
025-0000653,3.3,633
025-0000654,1,632
025-0000655,3.3,606
025-0000658,1,618
025-0000659,1,635
025-0000660,1,620
025-0000665,1,648
025-0000685,1,610
025-0000687,1,601
025-0000695,1,606
025-0000698,1,605
025-0000700,1,604
025-0000734,1,614
025-0000735,1,607
025-0000736,1,608
025-0000737,1,608
025-0000748,1,606
025-0000749,1,607
025-0000750,1,605
025-0000755,1,609
025-0000757,1,611
025-0000758,1,613
025-0000759,1,615
025-0000760,1,613
025-0000771,1,617
025-0000781,1,610
025-0000785,1,588
025-0000789,1,594
025-0000823,1,605
025-0000824,1,604
025-0000855,1,610
025-0000863,1,609
025-0000864,1,624
025-0000866,1,608
025-0000872,1,608
025-0000890,1,612
